title,uuid,tags,links,last_mod_dt,word_count
Create blog posts from notes using OpenAI's ChatGPT,['202309300648'],"['#AI', '#zettelkasting', '#prompt', '#ChatGPT-Tool', '#blog', '#ZK_ChatGPT', '#ZK_ChatGPT']","['[[202309300648]]', '[[202308302041]]']",Wed Dec 27 20:29:25 2023,974
Deep Thinking,['202112220955'],"['#mule', '#utilitarianism']","['[[202112220955]]', '[[202202201515]]', '[[202206140938]]']",Fri Feb 03 09:09:29 2023,532
Stimulating imagination 1,['201901211410'],['#zettelkasting'],"['[[201901211410]]', '[[201901151724]]', '[[201901231854]]', '[[201901231938]]', '[[201901231915]]', '[[201901231920]]', '[[201901231930]]']",Fri Feb 03 09:09:30 2023,141
Zoomorphism,['202103122057'],"['#definition', '#literary-device']","['[[202103122057]]', '[[202007231042]]']",Sun Jan 15 12:11:56 2023,51
A-Processing Of Thoughts While Speaking,['202007050819'],"['#article', '#note-taking', '#article']","['[[202007050819]]', '[[202112041744]]', '[[202304231957]]', '[[202003231432]]', '[[202105180855]]', '[[201905151120]]', '[[201905280551]]', '[[201904090955]]', '[[202305240810]]', '[[201909241021]]', '[[202005060856]]', '[[202007051541]]', '[[202007050813]]', '[[201905171128]]', '[[202106082050]]']",Wed Dec 27 19:58:06 2023,719
Wenge Wood,['202403290553'],['#woodworking'],['[[202403290553]]'],Sat Mar 30 14:04:53 2024,94
Things can go wrong,['201904110619'],"['#writing,', '#quote']","['[[202212291659]]', '[[201904110619]]']",Wed Dec 27 19:58:06 2023,108
Barometer,['201904041355'],[],"['[[201905061157]]', '[[202104070754]]', '[[201903010555]]', '[[201904041355]]']",Wed Dec 27 20:17:21 2023,58
B-Sometimes A Great Notion,['202101081953'],"['#ENGL473', '#book', '#beautiful-language', '#beautiful-language']","['[[202101081953]]', '[[202012212010]]', '[[202101081953]]', '[[202101150757]]', '[[202101191545]]', '[[202101211655]]', '[[202101151025]]', '[[202105121729]]', '[[202101251637]]', '[[202005191543]]', '[[202101122053]]', '[[202104061528]]', '[[202104061057]]']",Wed Dec 27 20:56:54 2023,1635
What is Gazed at Indicates Expertise,['202203181954'],"['#mind-science', '#cognition', '#pedagogy']","['[[202203181954]]', '[[202203201801]]', '[[202111242002]]', '[[201903041018]]', '[[202105240543]]', '[[202111242055]]', '[[202112091728]]', '[[202205301512]]', '[[202206050911]]']",Wed Dec 27 20:17:21 2023,174
Deep Thinking,['202202040938'],['#mule'],"['[[202202040938]]', '[[202004231000]]', '[[201811111614]]', '[[202205092052]]', '[[202010270743]]', '[[202111210839]]']",Sat Feb 04 08:09:04 2023,457
Don't be jealous,['201902230523'],[],"['[[201902230523]]', '[[202006052009]]']",Sun Sep 10 20:22:06 2023,54
Parkinson's Law,['202109020530'],['#mental-models'],"['[[202109020530]]', '[[201812271440]]']",Wed Dec 27 19:58:06 2023,55
Creativity via Kierkegaard's Selective Forgetting,['202304251201'],"['#creativity', '#mental-models']","['[[202304251201]]', '[[202301110921]]', '[[202301110923]]', '[[202304250601]]', '[[202304250600]]']",Mon May 01 20:40:52 2023,250
A-Elements of information in reading,['201901111704'],"['#reading-strategies', '#thinking-skills', '#writing', '#zettelkasting', '#article', '#mental-models]]', '#definition']","['[[201901111704]]', '[[202001031639]]', '[[202301041337]]', '[[202203171941]]', '[[201901010817]]', '[[201811081947]]', '[[201811121628]]', '[[201812171121]]', '[[202112141635]]', '[[202110110727]]', '[[202005191029]]', '[[201901111704]]', '[[202105301418]]']",Fri Feb 03 09:09:29 2023,215
Caching Decorator,['202306141025'],['#python'],"['[[202306141025]]', '[[202110091918]]', '[[202301020958]]']",Wed Jun 14 20:02:00 2023,526
B-The History of Reading,['202311151742'],"['#history', '#meta-reading', '#book', '#definition', '#definition', '#food', '#definition']","['[[202311151742]]', '[[202311152018]]', '[[202309101938]]', '[[202311210559]]']",Mon Mar 04 19:00:44 2024,1165
Sorting unconscious thoughts,['201901211547'],[],"['[[201901211547]]', '[[201901151737]]', '[[201905280551]]', '[[202001021612]]']",Wed Dec 27 20:17:21 2023,163
"C-ENGL463 October 20, 2022",['202210200912'],"['#class-notes', '#ENGL463']","['[[202210200912]]', '[[202208220748]]', '[[202208182104]]', '[[202206251726]]', '[[202210181954]]', '[[202210181953]]', '[[202210181951]]', '[[202208220748]]']",Wed Dec 27 20:17:21 2023,122
Separating Decision from Action,['202405122039'],"['#call-to-action', '#procrastination']","['[[202405122039]]', '[[202311172006]]', '[[202008140728]]']",Sat Jun 15 19:43:01 2024,288
Paradox Of Abundance,['202109220724'],"['#mental-models', '#beautiful-language']","['[[202109220724]]', '[[202109220828]]', '[[202307301122]]', '[[201903300509]]', '[[201903280559]]']",Wed Aug 09 17:04:48 2023,121
First Principles,['201811180805'],[],"['[[201811180805]]', '[[202210151806]]']",Wed Dec 27 19:58:06 2023,119
Seeing The Birth Of A New Creation,['202105102126'],['#craftsmanship'],"['[[202105102126]]', '[[201901211027]]', '[[202105102006]]', '[[202105102008]]', '[[201904101105]]']",Fri Feb 03 09:09:30 2023,94
Breathe Arrives Unbidden,['202104260642'],['#mindfulness'],"['[[202104260642]]', '[[201904260449]]', '[[201905121657]]', '[[201905022005]]', '[[201904251607]]']",Fri Feb 03 09:09:29 2023,142
B-The Art Of Travel,['202207021957'],"['#book', '#travel', '#ENGL463', '#philosophy', '#beautiful-language', '#beautiful-language', '#beautiful-language', '#beautiful-language', '#beautiful-language', '#Comment_16050']","['[[202207021957]]', '[[202207080744]]', '[[202207220821]]', '[[202103221716]]', '[[202112231507]]', '[[202111101345]]', '[[201901010850]]', '[[202206210733]]', '[[202208132032]]', '[[202209091704]]', '[[202207160757]]']",Wed Dec 27 20:17:21 2023,1548
Grumbling is a waste of timel,['201901040639'],"['#stoicism', '#beautiful-language']","['[[201901040639]]', '[[202010262108]]', '[[202103111235]]', '[[202003262054]]', '[[202102151620]]', '[[201901021303]]']",Fri Feb 03 09:09:29 2023,155
Senior Introverts Guide to Friendship,['202404050625'],"['#health_project', '#friendship', '#metaphor']","['[[202404050625]]', '[[202310250522]]', '[[202209230722]]']",Sun Jun 16 19:42:16 2024,149
SMART goal setting,['202104150737'],['#forum-post'],"['[[202104150737]]', '[[201903180624]]', '[[202008111359]]', '[[201901221132]]']",Fri Feb 03 09:09:30 2023,111
Thinking tool,['201901281934'],"['#zettelkasting', '#writing', '#thinking-tool']","['[[201901281934]]', '[[202206251631]]', '[[202102070706]]', '[[202106271526]]', '[[201901281916]]', '[[202008191036]]', '[[202008222000]]']",Fri Mar 29 20:37:57 2024,137
Frog Haiku,['202003210746'],['#haiku'],"['[[202001011457]]', '[[202002241036]]', '[[201911191021]]', '[[202007251946]]', '[[202009100728]]', '[[202104221400]]', '[[202010270743]]', '[[202011260846]]', '[[202010212026]]', '[[202003210746]]']",Fri Feb 03 09:09:29 2023,2073
Filtering with Set Comprehensions,['202305041807'],"['#python', '#tech-help', '#coding']","['[[202305041807]]', '[[202305041905]]', '[[202304280800]]']",Wed Dec 27 19:58:06 2023,91
The power of learning to listen,['202308180708'],"['#conversation-skills', '#quote']","['[[202308180708]]', '[[202008191345]]', '[[202308180623]]', '[[202308271523]]', '[[202305250737]]', '[[202308180623]]']",Wed Dec 27 19:58:06 2023,328
Creative Work - Ira Glass,['201902141904'],['#quote'],"['[[201902141904]]', '[[202301080820]]', '[[202107130604]]', '[[201906271334]]', '[[202006071524]]', '[[202010192102]]', '[[202012240915]]', '[[202105102120]]', '[[202206210733]]', '[[202304061443]]', '[[202307021359]]']",Sat Mar 30 07:49:06 2024,408
How-to: Tie the title with the note's idea,['202105050918'],"['#title', '#Comment_7844', '#Comment_10897']","['[[202105050918]]', '[[202008230753]]', '[[201901081201]]', '[[202008111645]]', '[[202004202105]]', '[[201902141904]]', '[[201812221638]]', '[[202105310648]]', '[[202008111359]]', '[[201901261658]]', '[[202101150821]]']",Tue Feb 27 09:18:29 2024,691
Be active,['201901031154'],['#stoicism'],"['[[201901031154]]', '[[201902010817]]', '[[201901021303]]']",Fri Feb 03 09:09:29 2023,92
Replication Crisis,['202109220750'],"['#science', '#mental-models']","['[[202109220750]]', '[[202109220828]]', '[[202202091626]]']",Fri Feb 03 09:09:30 2023,114
Deep Think Retreat,['202211251110'],['#mule'],"['[[202211251110]]', '[[202206190653]]', '[[202011190711]]', '[[202205250813]]', '[[202211241225]]']",Wed Dec 27 19:58:06 2023,602
"OV-ENGL501 February 22, 2023 ",['202302220924'],"['#ENGL501', '#oatmeal_and_lovers']","['[[202302220924]]', '[[202211270741]]', '[[202305031937]]', '[[202212181720]]', '[[202302211651]]', '[[202303091654]]', '[[202209241053]]']",Tue Mar 05 09:00:27 2024,305
AI Art Prompt Generation,['202308070906'],"['#prompt', '#AI']","['[[202308070906]]', '[[202402090753]]', '[[202308070905]]', '[[202306092000]]', '[[202302231448]]', '[[202301200528]]', '[[202306092000]]']",Sat Feb 10 16:41:05 2024,869
On Poems,['202109200659'],"['#poetry', '#epigraph']","['[[202109200659]]', '[[202006091319]]']",Fri Apr 14 16:02:59 2023,53
"C-ENGL463 September 15, 2022",['202209081159'],"['#class-notes', '#ENGL463']","['[[202209081159]]', '[[202208220748]]']",Wed Dec 27 19:58:06 2023,115
BO-Begin Tonglen with yourself,['201903090508'],['#slogans'],"['[[201902280602]]', '[[201903080539]]', '[[201903060456]]', '[[201901200704]]', '[[201903260512]]', '[[201904070610]]', '[[201903090508]]']",Wed Dec 27 19:58:06 2023,688
"C-May 5, 2020",['202005051351'],['#ENGL393'],"['[[202005051351]]', '[[202001161029]]']",Sat Feb 18 08:11:49 2023,127
Distance proportional to n,['201904040944'],"['#thinking-skills,', '#mental-models']","['[[202207161553]]', '[[201904040944]]']",Wed Dec 27 19:58:06 2023,142
Building Executable Strategies,['202103280757'],"['#thinking-skills', '#zettelkasting', '#Comment_11289']","['[[202103280757]]', '[[202205141503]]']",Fri Feb 03 09:09:29 2023,127
Interbeing - Truthful And Loving Speech,['202007261557'],[],"['[[202007261557]]', '[[202007261547]]', '[[202001120724]]', '[[202007050647]]', '[[202005111752]]', '[[202007261507]]', '[[202007202019]]']",Wed Dec 27 20:17:21 2023,174
"Categorical, subjective, and inline tags",['202205261556'],"['#tagging-strategy', '#beautiful-language', '#insight', '#definition', '#questions', '#counter-argument', '#quote']","['[[202205261556]]', '[[202002110548]]', '[[201901050901]]', '[[202205250813]]', '[[202205260910]]', '[[202205260705]]']",Sat Apr 22 08:12:59 2023,184
The Curious Case of Benjamin Button,['201904051647'],"['#uji,', '#zen']","['[[201904041110]]', '[[201904051647]]']",Sun Apr 02 20:15:22 2023,130
Middle Of Essay Argument,['202004030846'],"['#sauntering-essay', '#metaphor']","['[[202004030846]]', '[[201906281443]]']",Fri Feb 03 09:09:30 2023,131
Enumeration,['201811241823'],[],"['[[201811241823]]', '[[201811241738]]']",Fri Feb 03 09:09:29 2023,54
Different from the autobiographical,['201812270751'],"['#zettelkasting,', '#writing']","['[[201812270751]]', '[[201812261952]]', '[[202112270819]]']",Fri Feb 03 09:09:29 2023,88
The Oxford Tutorial Method,['202201061754'],"['#pedagogy', '#knowledge']","['[[202201061754]]', '[[202112291419]]', '[[202206231638]]']",Fri Feb 03 09:09:30 2023,108
Stereotyping,['202003040715'],"['#mind-science', '#mental-models']","['[[201812271440]]', '[[202003040722]]', '[[202003040715]]']",Fri Feb 03 09:09:30 2023,40
Human Understanding,['202308091708'],"['#zettelkasting', '#cognition']","['[[202308091708]]', '[[202008271702]]', '[[202008130720]]']",Thu Aug 10 05:32:16 2023,195
Get mtime and ctime,['202208021218'],"['#code-snippet', '#python']","['[[202208021218]]', '[[202207301459]]']",Fri Feb 03 09:09:29 2023,72
Imagination and figurative constructions,['201907110556'],['#metaphor'],"['[[201907120702]]', '[[201907110556]]']",Fri Feb 03 09:09:29 2023,61
Reflection And Introspection,['202009071940'],"['#writing', '#skill']","['[[202009071940]]', '[[201901211555]]', '[[202002211131]]', '[[201904300959]]', '[[201904190806]]', '[[202008061944]]', '[[202009071949]]', '[[202009071933]]', '[[202009071926]]', '[[202009071919]]']",Wed Dec 27 20:17:21 2023,204
Tangential details make a story alive,['202009061700'],"['#edit', '#writing', '#writing-tip']","['[[202009061700]]', '[[202007201819]]', '[[202004021433]]', '[[202008171637]]', '[[202301092043]]']",Wed Dec 27 20:17:21 2023,214
S-Abundance Of Essayists,['202001211808'],"['#writing', '#sub-hub', '#list']","['[[202001211808]]', '[[202303261114]]', '[[202001291000]]', '[[202001221202]]', '[[202102262224]]', '[[202108311553]]', '[[201904150937]]', '[[201904301004]]', '[[202101300601]]', '[[201812291932]]', '[[202004201151]]', '[[202104190542]]', '[[202102230600]]', '[[202102281740]]', '[[202104082112]]', '[[202104101054]]', '[[201904241405]]', '[[201904241351]]', '[[201905031927]]', '[[202307142021]]', '[[201901021139]]', '[[202301261044]]', '[[202001092002]]', '[[201901282030]]', '[[202111242019]]', '[[202212131634]]', '[[202011181945]]', '[[202109220727]]', '[[202311140626]]', '[[201812231926]]', '[[202006052000]]', '[[202005191543]]', '[[202101232137]]', '[[202101281953]]', '[[202406140607]]', '[[202111111441]]', '[[202110171649]]', '[[202110281738]]', '[[202112231507]]', '[[202202071130]]', '[[202202071206]]', '[[202301092043]]', '[[202312181949]]', '[[202301301930]]', '[[202302281758]]', '[[202309121615]]', '[[202309121955]]', '[[202303121527]]', '[[202001161029]]', '[[202001211808]]', '[[202006091319]]', '[[202006100932]]', '[[202304141633]]']",Mon Jun 17 05:16:35 2024,613
Conceptual movement,['201905061147'],['#zen'],"['[[202104070754]]', '[[202306210633]]', '[[202305240810]]', '[[201905061147]]', '[[201905061137]]', '[[201904271203]]', '[[201904090744]]', '[[201904131124]]']",Wed Jun 21 07:59:04 2023,168
Writing Turns Your Mind Inside Out,['202009270843'],"['#writing', '#skill', '#philosophy']","['[[202009270843]]', '[[202005060856]]', '[[202008222109]]', '[[202003210807]]', '[[202011152024]]', '[[201910190533]]', '[[202003291526]]']",Fri Feb 03 09:09:30 2023,233
Simplicity As Rhythm,['201911281112'],"['#writing', '#editing-tool']","['[[202306102044]]', '[[202202100908]]', '[[201911281108]]', '[[201911281112]]']",Wed Dec 27 20:17:21 2023,170
Know Thyself,['202310272028'],"['#thinking', '#mental-models', '#definition']","['[[202310272028]]', '[[202211062035]]', '[[202303042018]]']",Sat Feb 17 19:34:39 2024,371
Word Usage Count,['202004161602'],"['#coding', '#cli']","['[[202004170905]]', '[[202210072027]]', '[[202004161602]]']",Wed Dec 27 19:58:06 2023,139
B-How To Write Short,['202012261545'],"['#writing', '#flash', '#humor', '#book']","['[[202012261545]]', '[[202302040606]]', '[[202307310711]]', '[[202105130804]]', '[[202204191737]]', '[[202012281423]]', '[[202012281430]]', '[[202012281438]]', '[[202012281440]]', '[[202012281442]]', '[[202310130715]]', '[[202101021802]]', '[[202105131643]]', '[[202103290549]]', '[[202101021754]]', '[[202012262047]]', '[[202012271136]]', '[[202101221930]]']",Wed Dec 27 20:56:54 2023,331
A-Does the Web cause cognitive problems or boost abilities?,['202305251942'],"['#article', '#cognition', '#thought_experiment']","['[[202305251942]]', '[[202305251942]]', '[[202305312007]]', '[[202305312019]]', '[[202305122050]]', '[[202305211319]]']",Thu Jun 01 08:27:43 2023,517
Computer Science as an Art,['202208161956'],"['#coding', '#literate-programming', '#definition']","['[[202208161956]]', '[[202208161956]]', '[[202206140938]]']",Wed Dec 27 20:17:21 2023,526
Narrative as creativity training,['202204010746'],"['#writing', '#science', '#storytelling', '#definition', '#definition']","['[[202204010746]]', '[[202005242018]]', '[[202204261402]]', '[[202109291612]]', '[[202102050746]]', '[[201907131229]]', '[[202105170810]]', '[[202105131455]]', '[[202208051616]]', '[[202203181940]]', '[[202205021915]]', '[[202305250814]]', '[[202203181925]]', '[[202301170646]]', '[[202212292053]]']",Wed Dec 27 20:17:21 2023,782
B-Environmental And Nature Writing,['202008061944'],"['#writing', '#environmental', '#book', '#ENGL316', '#beautiful-language']","['[[202008061944]]', '[[202005210851]]', '[[202008061946]]', '[[202008281749]]', '[[202008281755]]', '[[202008292028]]', '[[202008062014]]', '[[202008062028]]', '[[202008292018]]', '[[202008292036]]', '[[202008062005]]', '[[202008292055]]', '[[202008292059]]', '[[202008302007]]', '[[202008302021]]', '[[202009122057]]', '[[202009191555]]', '[[202009191602]]', '[[202009191612]]', '[[202008311644]]', '[[202008312038]]', '[[202008312042]]', '[[202011042037]]', '[[202209111006]]', '[[202009042059]]', '[[202204240715]]', '[[202109062054]]', '[[202009042115]]', '[[202009042122]]', '[[202009050716]]', '[[202009061700]]', '[[202009061624]]', '[[202009061706]]', '[[202009061802]]', '[[202210250805]]', '[[202009071919]]', '[[202009071926]]', '[[202009071933]]', '[[202009071940]]', '[[202009071949]]', '[[202009090725]]', '[[202009090733]]', '[[202009090743]]', '[[201901180826]]', '[[202207221635]]', '[[202009111947]]', '[[202009111953]]', '[[202009122025]]', '[[201912111928]]']",Wed Dec 27 20:17:21 2023,1083
Using the power of distraction,['202103230545'],"['#mule', '#distraction', '#attention']","['[[202103230545]]', '[[202106301814]]', '[[202107271714]]']",Thu Dec 07 20:44:49 2023,228
The Dude Abides Online Zettelkasten,['202211071545'],"['#digital-garden', '#web-zettelkasten']","['[[202211071545]]', '[[202211061941]]']",Wed Dec 27 19:58:06 2023,214
S-Live an Interstitial Life,['202103131638'],"['#thinking-skills', '#dzogchen', '#sub-hub', '#stoicism']","['[[202103131638]]', '[[202305141823]]', '[[202203131134]]', '[[202006042018]]', '[[201903301312]]', '[[202401041524]]', '[[202108062026]]', '[[202406200546]]', '[[202108210635]]', '[[202401271929]]', '[[202403020840]]', '[[202212180918]]', '[[202212180923]]', '[[202208200754]]', '[[202401290839]]', '[[202304250538]]', '[[202307310734]]', '[[201903081523]]', '[[202012150924]]', '[[202305150931]]', '[[202307130609]]', '[[202403242044]]', '[[202105121536]]', '[[201902120605]]', '[[202301011508]]', '[[202304061443]]', '[[202105201737]]', '[[202011180523]]', '[[202103111235]]', '[[202209300811]]', '[[202210091659]]', '[[202207302048]]', '[[202305120832]]', '[[202403020840]]', '[[202312241558]]', '[[202402020542]]', '[[202402031734]]', '[[202401311654]]', '[[202401311657]]']",Fri Jun 21 05:46:13 2024,776
The 100-Hour Asset,['202207031547'],"['#skill', '#reading-strategies', '#meta-reading']","['[[202207031547]]', '[[202203181943]]', '[[202109200659]]', '[[202207030716]]', '[[202207211151]]']",Wed Dec 27 19:58:06 2023,244
Rubber duck debugging,['202305240925'],"['#coding', '#thinking-tool', '#definition']","['[[202305240925]]', '[[202210101747]]', '[[202305240810]]', '[[202007121919]]']",Sun May 28 10:00:45 2023,304
February is the cruelest month,['201903201303'],['#quote'],"['[[201903201303]]', '[[201903201301]]']",Fri Feb 03 09:09:29 2023,56
B-Personal Knowledge Graphs,['202306232125'],"['#book', '#zettelkasting', '#philosophy', '#epigraph', '#definition', '#definition', '#ZK_ChatGPT', '#definition', '#quantum-time']","['[[202306232125]]', '[[202006280835]]', '[[202303091654]]', '[[202308201331]]', '[[202107232033]]', '[[202305080926]]', '[[202306181104]]', '[[202309011949]]']",Wed Dec 27 20:17:21 2023,875
B-Not Caring What Other People Think is a Super Power,['202207261931'],['#philosophy'],"['[[202207261931]]', '[[201901021303]]', '[[202002120928]]', '[[201903081523]]', '[[202209300811]]', '[[202203152107]]', '[[202203181943]]', '[[201902141904]]', '[[201910151039]]', '[[202207311543]]', '[[201904070610]]', '[[202104150737]]', '[[202202012056]]', '[[201903120542]]', '[[202302221525]]', '[[202008131123]]', '[[202208061336]]', '[[202305120821]]', '[[201901031447]]', '[[202011190711]]', '[[201901010850]]', '[[201911121807]]']",Sun Feb 25 13:04:21 2024,751
Optimum Foraging Models,['202307061031'],"['#economics', '#thinking-tool']","['[[202307061031]]', '[[202306272051]]', '[[202103081641]]', '[[202307061030]]']",Mon Jul 10 14:20:27 2023,280
Constructal Law,['201812111408'],[],"['[[201812111408]]', '[[201811281633]]', '[[201812251525]]', '[[201902121004]]']",Fri Feb 03 09:09:29 2023,134
"C-ENGL501 January 30, 2023",['202301240931'],"['#class-notes', '#food', '#cooking', '#writing', '#ENGL501']","['[[202301240931]]', '[[202211171832]]', '[[202301261044]]', '[[202212131520]]', '[[202301121434]]', '[[202301241904]]', '[[202301241914]]', '[[202301301945]]', '[[202110010822]]', '[[202005242018]]', '[[202211270741]]']",Wed May 22 17:06:47 2024,496
Convert System Time to Human Readable,['202207301459'],"['#python', '#code-snippet']","['[[202207301459]]', '[[202208021218]]']",Wed Dec 27 19:58:06 2023,32
A-Time To Exhale,['202011220805'],"['#writing', '#environmental', '#beautiful-language', '#article', '#quote']","['[[202011220805]]', '[[201911201047]]', '[[202004191800]]', '[[201905090453]]', '[[201903010555]]', '[[202007202019]]', '[[202305242027]]', '[[202012281423]]', '[[202006091319]]', '[[202207021957]]', '[[201907160744]]', '[[202004190705]]', '[[202011221748]]', '[[202206271951]]']",Wed Dec 27 19:58:06 2023,776
Stone Age Emotions,['202007202034'],"['#quote', '#beautiful-language']","['[[202007202034]]', '[[202012192024]]', '[[202009210851]]']",Wed Dec 27 20:17:21 2023,84
Cultivated opportunism,['201903041618'],['#thinking-skills'],"['[[201903041618]]', '[[201903011645]]']",Fri Feb 03 09:09:29 2023,47
BO-Benefit others without the hope of thanks,['201904270500'],['#slogans'],"['[[201903060456]]', '[[201903270458]]', '[[201904070610]]', '[[201903230512]]', '[[201904270500]]']",Wed Dec 27 19:58:06 2023,251
Problem-Solving - Expertise Development Questions,['202210101747'],"['#craftsmanship', '#expert']","['[[202210101747]]', '[[202210151806]]', '[[202210271458]]', '[[202210121708]]', '[[202007020825]]', '[[202305240925]]', '[[202210271458]]', '[[201905140817]]', '[[202309011740]]', '[[202210101723]]']",Wed Dec 27 19:58:06 2023,837
Defaults,['202001141941'],[],"['[[202001141941]]', '[[202001141918]]', '[[202001090804]]']",Wed Dec 27 20:17:21 2023,137
The horn effect,['201905140823'],['#thinking-skills'],"['[[201905140823]]', '[[201905140822]]']",Fri Feb 03 09:09:30 2023,53
Introspective Meditation,['201904121238'],['#zen'],"['[[201904121238]]', '[[201904121241]]']",Fri Feb 03 09:09:29 2023,75
Deep Thinking,['202206091141'],['#mule'],"['[[202206091141]]', '[[202206100717]]', '[[202206100711]]', '[[202206100705]]', '[[202206091217]]', '[[202206091217]]', '[[202007020735]]']",Sat Feb 25 10:23:06 2023,309
Lack-projects,['202007220738'],"['#thinking-skills', '#mental-models.']","['[[202007220738]]', '[[201905311111]]', '[[201812311655]]', '[[202007201803]]']",Wed Dec 27 20:17:21 2023,184
Literature Notes,['202005040813'],['#zettelkasting'],"['[[202005040813]]', '[[202004202103]]', '[[202005020537]]', '[[202212082124]]', '[[202005060856]]', '[[202003211435]]', '[[202204251523]]', '[[201901261654]]', '[[202203171941]]']",Wed Dec 27 19:58:06 2023,144
Devotions Of Curiosity And Respect,['202006231700'],['#writing'],"['[[202006231700]]', '[[202106140531]]', '[[202006230814]]', '[[201903100511]]', '[[201903050446]]']",Fri Feb 03 09:09:29 2023,177
Python one-liners,['202201180828'],"['#coding', '#python']","['[[202201180828]]', '[[202208010846]]', '[[202305041811]]', '[[202208021230]]', '[[202208021233]]', '[[202305181432]]', '[[202208010848]]', '[[202201301139]]']",Thu May 18 19:51:16 2023,213
The Restorative Nature of Windows,['202204091756'],"['#architecture', '#cognition', '#article']","['[[202204091756]]', '[[202001111755]]', '[[202010270822]]', '[[202203181637]]', '[[202204091738]]', '[[202204091530]]']",Fri Feb 03 09:09:30 2023,390
Word Combinations,['202104130844'],"['#beautiful-language', '#writing', '#list', '#collection-list', '#beautiful-language']","['[[202104130844]]', '[[202006160738]]', '[[202207211147]]', '[[202104132233]]', '[[202104212136]]', '[[202103222006]]', '[[202311132040]]']",Tue Jun 11 05:58:53 2024,278
Knowledge lifecycle,['201901231908'],['#zettelkasting'],"['[[201901231908]]', '[[201901231854]]', '[[201901231951]]']",Fri Feb 03 09:09:30 2023,54
Learning Goals Checklist,['202110180625'],"['#checklist', '#zettelkasting']","['[[202110180625]]', '[[202104150737]]', '[[202109291612]]', '[[202108010820]]', '[[202102010835]]', '[[201811121628]]', '[[202203290856]]', '[[202203301824]]', '[[202006071522]]', '[[202012071538]]']",Thu Mar 23 14:26:07 2023,313
Be Aware - Tell Small Stories,['202012240915'],"['#writing', '#flash']","['[[202012240915]]', '[[202012231619]]', '[[202012201644]]', '[[202012240915]]', '[[201902141904]]', '[[201901120742]]', '[[201911261440]]']",Wed Dec 27 20:56:54 2023,279
Gandhi And Stalin are not imperfect in the same way,['201912041725'],['#thinking-skills'],"['[[201912041709]]', '[[201912041713]]', '[[202106120843]]', '[[201912041725]]']",Fri Feb 03 09:09:29 2023,358
Procrastinating Quitting,['202209300811'],['#procrastination'],"['[[202209300811]]', '[[202202121652]]', '[[202103141638]]', '[[202210091659]]', '[[202210011643]]', '[[202207261931]]']",Wed Dec 27 19:58:06 2023,160
Hidden practice and scrupulous application,['201904081943'],"['#zen,', '#sauntering']","['[[202010270732]]', '[[201904081943]]']",Fri Feb 03 09:09:29 2023,93
Attention is life & Life is attention,['202206210725'],"['#attention', '#philosophy', '#questions', '#questions']","['[[202206210725]]', '[[202206220823]]', '[[202206211757]]', '[[202201061655]]', '[[202205211741]]', '[[202206211757]]', '[[202105100555]]', '[[202206221608]]', '[[202104302108]]']",Wed Dec 27 20:17:21 2023,598
C-GEOL454 Photolysis,['202310081104'],"['#class-notes', '#environmental', '#GEOL454', '#chemistry']","['[[202310081104]]', '[[202211171832]]', '[[202310021149]]']",Wed Dec 27 19:58:06 2023,550
Bracket Tags are Saved Searches,['202404210537'],['#zettelkasting'],"['[[202404210537]]', '[[202109020800]]']",Mon Apr 29 20:39:23 2024,59
Deep Thinking,['202201271111'],['#mule'],"['[[202201271111]]', '[[202305190730]]', '[[202209241053]]', '[[202201100857]]']",Fri May 19 07:31:00 2023,543
Living your scholarship,['201901181109'],['#thinking-skills'],"['[[201901181109]]', '[[201901151724]]', '[[201812161318]]', '[[201812071155]]', '[[202301171916]]']",Thu Jan 18 15:25:27 2024,152
Prolonged thinking leads to profound thinking,['201902010835'],"['#quote', '#thinking-skills']","['[[201902010835]]', '[[202105221453]]', '[[202202121652]]', '[[202103141638]]', '[[202012051631]]']",Wed Dec 27 20:17:21 2023,162
"B-First We Read, Then We Write",['202105121536'],"['#book', '#writing', '#reading-strategies', '#dzogchen.']","['[[202105121536]]', '[[202011071727]]', '[[202012312114]]', '[[202106241739]]', '[[202105201724]]', '[[202105201731]]', '[[202105201737]]', '[[202105201742]]', '[[202105201745]]']",Fri Feb 03 09:09:29 2023,406
Role specialization can breed dependence,['202212250605'],"['#food', '#medical', '#environmental']","['[[202212250605]]', '[[202212181720]]', '[[202212181720]]']",Wed Dec 27 19:58:06 2023,220
Activist Rules To Live By,['202104111512'],"['#ENGL473', '#environmental']","['[[202104111512]]', '[[201812231929]]', '[[202009212020]]', '[[201903081523]]', '[[201904241146]]', '[[202107181309]]', '[[202206211757]]', '[[202009071351]]', '[[202009021739]]']",Fri Feb 03 09:09:29 2023,180
Smoke from Wildland Fires,['202309071945'],['#GEOL454'],"['[[202309071945]]', '[[202308310722]]', '[[202202190808]]', '[[202309082054]]', '[[202001181020]]']",Wed Dec 27 19:58:06 2023,380
Changing UID's,"['201905231402', '202004130723']","['#ChatGPT-Tool', '#Comment_5276', '#coding', '#regex']","['[[202004131203]]', '[[201905231402]]', '[[201905231402]]', '[[202312060724]]', '[[202004130723]]']",Wed Dec 06 07:35:17 2023,180
Ternary Expression,['202202271313'],"['#coding', '#python']","['[[202202271313]]', '[[202204121110]]', '[[202201180828]]', '[[202202031754]]']",Fri Feb 03 09:09:30 2023,185
