title,uuid,tags,links,last_mod_dt,word_count
Bartho Lane Blog Spark,['202204021958'],['#writing-spark'],"['[[202204021958]]', '[[202011101517]]', '[[202205051425]]', '[[201911261440]]', '[[202012132034]]']",Fri Feb 03 09:09:29 2023,434
Computational Materials Engineering,['201911220903'],"['#MSE101', '#AI']","['[[202106141700]]', '[[201911220903]]']",Fri Nov 24 19:46:44 2023,88
Hyper-presentism,['202103111237'],"['#environmental', '#mind-science', '#mindfulness']","['[[202103111237]]', '[[202103082053]]']",Fri Feb 03 09:09:29 2023,138
Link Discovery,['202102010835'],"['#zettelkasting', '#coding']","['[[202102010835]]', '[[202212101442]]']",Wed Dec 27 20:56:54 2023,186
A-Decentralization,['201902121004'],"['#article,', '#mental-models']","['[[201902121004]]', '[[201812111408]]', '[[201811281633]]', '[[201901250920]]', '[[201902110737]]', '[[201902011156]]']",Fri Nov 24 19:46:44 2023,295
B-Interdisciplinarity,['202201100854'],"['#book', '#science', '#philosophy']","['[[202201100854]]', '[[202201011020]]', '[[201912140828]]']",Fri Feb 03 09:09:29 2023,102
Emplacement,['202103290633'],['#definition'],"['[[202103290633]]', '[[202103281728]]']",Fri Feb 03 09:09:29 2023,70
A-Cognitive Load During Problem-Solving,['202111242055'],"['#knowledge', '#article', '#pedagogy', '#skill', '#cognition', '#attention']","['[[202111242055]]', '[[202111242002]]', '[[202111242019]]', '[[202111181947]]', '[[202203181954]]', '[[202210300945]]', '[[202210271458]]', '[[202301101155]]']",Wed Dec 27 19:58:06 2023,594
Tragedy Of The Commons,['202109220759'],['#mental-models'],"['[[202109220759]]', '[[202109220828]]', '[[202109220816]]', '[[202205211741]]']",Fri Feb 03 09:09:30 2023,99
Preffix and suffix study,['202006160738'],"['#skill', '#article', '#definitions', '#writing', '#EDCI445', '#ENGL316']","['[[202006160738]]', '[[202012192024]]', '[[202007140603]]', '[[202005111712]]', '[[202006230752]]', '[[202007281225]]', '[[202007140554]]', '[[202007140603]]', '[[202007050647]]', '[[201904301004]]', '[[201904150937]]', '[[202105121638]]']",Mon Apr 08 18:06:42 2024,381
Music is Mathematics in Action,['202312082123'],"['#math', '#music-composition', '#science']","['[[202312082123]]', '[[202312090656]]', '[[202312082048]]']",Wed Jan 17 08:07:28 2024,226
Dilating ordinary experiences ,['202210142034'],"['#ENGL463', '#writing-tip']","['[[202210142034]]', '[[202208112005]]', '[[202210131924]]', '[[201902151010]]', '[[202001090813]]']",Wed Dec 27 19:58:06 2023,265
Question Answer Relationship Training,['202112181559'],"['#reading-strategies', '#note-taking']","['[[202112181559]]', '[[202111071349]]', '[[202012071538]]', '[[202301041337]]', '[[202112091728]]', '[[202112071702]]', '[[202208140845]]']",Wed Dec 27 19:58:06 2023,218
Actually As It Is,['202010292043'],['#dzogchen'],"['[[202010292043]]', '[[202010282137]]', '[[202010270733]]', '[[202010300859]]', '[[202010270742]]', '[[202011041504]]', '[[202011251118]]', '[[202009061358]]', '[[202010261930]]', '[[201901301240]]', '[[202010270725]]']",Fri Nov 24 19:46:44 2023,243
"C-April 30, 2020",['202004301436'],"['#ENGL473', '#writing_exercise']","['[[202012212010]]', '[[202004301436]]']",Fri Nov 24 19:46:44 2023,166
Annie Dillard Roanoke Valley,['202001221133'],['#ENGL393'],"['[[202001221133]]', '[[202001211808]]', '[[202001141752]]']",Wed Dec 27 20:17:20 2023,105
Circle of Competence,['202210121715'],"['#mental-models', '#uncertainty']","['[[202210121715]]', '[[202108081413]]', '[[201812311650]]', '[[201903100511]]', '[[202206231638]]', '[[202012231619]]', '[[202105240543]]', '[[202301200536]]', '[[202203181943]]', '[[202304250600]]', '[[202111142119]]', '[[201910281924]]', '[[202212140944]]', '[[201811281950]]', '[[202001102044]]', '[[202309011740]]', '[[202108220800]]', '[[202001091715]]', '[[202210121705]]']",Wed Dec 27 19:58:06 2023,916
Writing a subject review,['202002060537'],"['#writing', '#skill']","['[[202109291617]]', '[[202002060537]]']",Fri Nov 24 19:46:44 2023,186
YAML Front Matter,['202003231450'],"['#zettelkasting', '#Comment_4806']","['[[202003231450]]', '[[202301200531]]', '[[202003231443]]']",Fri Feb 03 09:09:30 2023,133
A-Productivity Is About Managing Emotions,['202103260838'],"['#thinking-skills', '#article', '#Comment_11238']","['[[202103260838]]', '[[202107141628]]', '[[202305080926]]', '[[202205250813]]', '[[201903100511]]', '[[201901211143]]']",Mon May 08 20:16:13 2023,265
Opportunity Costs In Word Choice,['202009042059'],"['#writing', '#skill']","['[[202009042059]]', '[[202402070611]]', '[[202103290549]]', '[[201901282030]]']",Thu Feb 08 06:43:41 2024,211
A-Good Advice is Obvious,['202312241750'],['#cognition'],"['[[202312241750]]', '[[202112221417]]']",Sun Feb 11 20:03:22 2024,228
Language Learning,['202006300806'],[],"['[[202006300806]]', '[[202006300749]]']",Fri Nov 24 19:46:44 2023,182
Spring rain,['202004270559'],"['#my-haiku', '#zen']","['[[202004270559]]', '[[202212180918]]']",Wed Dec 27 19:58:06 2023,70
Functional Marginalia,['201902051904'],"['#reading-strategies', '#marginalia']","['[[201902051904]]', '[[201902051141]]', '[[202005191029]]']",Fri Nov 24 19:46:44 2023,47
Power of suggestion,['201904110621'],"['#writing,', '#quote', '#skill']","['[[202001120724]]', '[[202210072107]]', '[[201904110621]]']",Fri Nov 24 19:46:44 2023,97
Offloading to the world,['201903051149'],['#thinking-skills'],"['[[201903051149]]', '[[201903011645]]', '[[202203031429]]']",Fri Nov 24 19:46:44 2023,71
A-The Fourth State Of Matter,['202002051938'],"['#writing', '#ENGL393', '#literature', '#article']","['[[202001212055]]', '[[202002051938]]']",Fri Nov 24 19:46:44 2023,126
BO-Don't be complacent of suffering,['201904060518'],['#slogans'],"['[[201903250613]]', '[[201903310516]]', '[[201904060518]]']",Fri Nov 24 19:46:44 2023,350
"Encounter appropriate conditions, act",['201906161734'],['#zen'],"['[[201906161734]]', '[[201905251741]]', '[[201906161757]]', '[[201904180505]]']",Fri Nov 24 19:46:44 2023,106
B-Clear Thinking,['202312101924'],"['#book', '#thinking', '#systems-thinking', '#fs.blog']","['[[202312101924]]', '[[202312210823]]', '[[202312210706]]']",Fri Jan 12 07:31:27 2024,1017
Metaphors for Tool for Thought,['202106040557'],"['#metaphor', '#zettelkasting', '#writing', '#Comment_18538)']","['[[202106040557]]', '[[202106040552]]', '[[202106040552]]', '[[202104020841]]', '[[202106121922]]', '[[202106121941]]', '[[202106070928]]', '[[202102100614]]', '[[202106271726]]', '[[202206251631]]', '[[202211150921]]', '[[202102100614]]', '[[202406240834]]', '[[202106271526]]', '[[202204282122]]', '[[202205031432]]', '[[202109281619]]']",Tue Jun 25 05:51:52 2024,390
H-Wandering,['202107181309'],"['#sauntering', '#hub']","['[[202107181309]]', '[[202107122044]]', '[[201902091432]]', '[[202206211042]]', '[[202111141907]]', '[[202111111441]]', '[[201902091432]]', '[[202208082023]]', '[[202403101907]]', '[[202008112103]]', '[[202208082101]]', '[[202208182104]]', '[[202106301549]]', '[[202209241053]]', '[[201902241205]]', '[[202107271714]]', '[[202305161728]]', '[[202305221607]]', '[[201906281443]]', '[[202207220821]]', '[[202208011000]]', '[[202306260825]]', '[[202012231620]]', '[[202004010848]]', '[[202104230922]]', '[[202305141304]]', '[[202108101600]]', '[[202207301303]]', '[[202207130858]]', '[[202207141208]]', '[[201901010850]]', '[[202108010909]]', '[[202104111512]]', '[[202207112037]]', '[[202207130857]]', '[[202207160757]]', '[[202111141907]]']",Sun Mar 10 19:15:32 2024,728
How to Keep Getting Better at Stuff,['202405270952'],"['#mental-models', '#mindset', '#deliberate-practice', '#feedback', '#definition']","['[[202405270952]]', '[[202405300432]]', '[[202404060441]]', '[[202312210706]]', '[[202404040625]]', '[[202106301918]]', '[[202210121715]]', '[[202106132004]]']",Thu May 30 05:07:22 2024,816
Inbox Review,['202008300656'],[],"['[[202008300656]]', '[[202005020537]]', '[[202006071522]]', '[[202005030743]]', '[[202009042049]]', '[[202009100604]]', '[[202305050616]]']",Fri Nov 24 19:46:44 2023,292
Excesses Worth Pruning to Enjoy More Freedom,['202208061338'],"['#stoicism', '#attention', '#philosophy', '#personal-productivity']","['[[202208061338]]', '[[202207211151]]', '[[202202012056]]', '[[202206140938]]', '[[202207161553]]']",Wed Dec 27 19:58:06 2023,158
There Is No ‘thing’ To See,['202008101520'],[],"['[[202008101520]]', '[[202010300859]]', '[[202011250902]]', '[[202010270725]]', '[[201902191209]]', '[[202010182027]]']",Fri Nov 24 19:46:44 2023,127
"The Meaning Of ""Slippage""",['202103111535'],"['#philosophy', '#)', '#)', '#)', '#)', '#)', '#)', '#)', '#)', '#)', '#)', '#)']","['[[202103111535]]', '[[202101150821]]', '[[201907041541]]', '[[202103091712]]']",Fri Feb 03 09:09:30 2023,174
Deep Think Retreat,['202309031142'],['#mule'],"['[[202309031142]]', '[[202009042049]]', '[[202311111858]]', '[[202309180836]]', '[[202108020730]]']",Sat Nov 11 19:09:55 2023,784
Distracted mind,['201812270748'],"['#quote', '#zettelkasting,', '#writing']","['[[201812270748]]', '[[201812261952]]', '[[202008220529]]']",Fri Nov 24 19:46:44 2023,36
BO-Be grateful to everyone,['201903120542'],['#slogans'],"['[[201903110656]]', '[[201903150533]]', '[[201903240542]]', '[[201903300509]]', '[[201903120542]]']",Fri Nov 24 19:46:44 2023,415
Shining A Light On Thinking With Writing,['202109291550'],"['#thinking', '#writing', '#latest)']","['[[202109291550]]', '[[202106271734]]', '[[202007121919]]', '[[202209242025]]', '[[202211240933]]', '[[202109291617]]', '[[202011221748]]']",Wed Dec 27 19:58:06 2023,214
Self Mastery Is THE Keystone Habit,['202201082214'],"['#stoicism', '#habit']","['[[202201082214]]', '[[201901010850]]', '[[201901230603]]', '[[201901021303]]', '[[202201311030]]']",Sun Feb 26 08:31:36 2023,231
Habitual and Procedural Learning ,['202311281028'],"['#ChatGPT-Output', '#pedagogy']","['[[202311281028]]', '[[202204301205]]', '[[202311281124]]', '[[202311281105]]', '[[202311281048]]', '[[202311281039]]', '[[202311281031]]', '[[202311281028]]']",Tue Dec 26 08:40:32 2023,728
The Craft of Writing Effectively,['202401121458'],"['#writing-tip', '#YouTube']","['[[202401121458]]', '[[202406050832]]', '[[202303260917]]', '[[202008292059]]', '[[202105221501]]', '[[202009141201]]']",Tue Jun 11 04:34:11 2024,455
Ted Nelson's Project Xanadu  ,['202102210701'],"['#history', '#science', '#Publications)', '#latest']","['[[202102210701]]', '[[202102071358]]']",Wed Dec 27 20:56:54 2023,541
Random word choice,['201812171109'],"['#writing,', '#zettelkasting,', '#p']","['[[201812171109]]', '[[201812171121]]', '[[201901081149]]', '[[201906070726]]']",Fri Nov 24 19:46:44 2023,129
Vehicle Evolution,['201812111927'],['#s'],"['[[201812111927]]', '[[201811281633]]']",Fri Nov 24 19:46:44 2023,47
H-Drawing And Sketching,['202110270759'],"['#hub', '#ART111', '#ENGL316']","['[[202110270759]]', '[[202110270800]]', '[[202212311703]]', '[[202005210851]]', '[[202108241002]]', '[[202112071424]]', '[[202111080658]]', '[[202303300802]]']",Wed Dec 27 19:58:06 2023,160
Make Writing A Priority,['202105040809'],['#writing'],"['[[202105040809]]', '[[202105040806]]', '[[202009100833]]', '[[202103141638]]', '[[202001021653]]']",Fri Feb 03 09:09:30 2023,62
Cease thinking,['201904301030'],['#uji'],"['[[201909280707]]', '[[202305272001]]', '[[201904201441]]', '[[202106271526]]', '[[201904301030]]']",Sat Nov 25 20:28:53 2023,106
Anabolic Response to Protein Ingestion,['202312280749'],"['#medical', '#fitness']","['[[202312280749]]', '[[202309180836]]', '[[202311240841]]', '[[202309180836]]', '[[202312280749]]', '[[201909130855]]']",Sun Jan 07 06:35:21 2024,586
Average Columns With Awk,['202106262016'],['#coding'],"['[[202106262016]]', '[[202302120754]]']",Sun Feb 12 07:55:53 2023,332
Ikigai,['201911120615'],"['#definition,', '#Japanese']","['[[202108062028]]', '[[201911120615]]']",Fri Nov 24 19:46:44 2023,46
H-Developing An Idea Within A Note,['202304192051'],"['#hub', '#ideation']","['[[202304192051]]', '[[202106271526]]', '[[202107122044]]', '[[202306130804]]', '[[202206251631]]', '[[202306232125]]', '[[202103141429]]', '[[202110220757]]', '[[202206241636]]', '[[202009042049]]', '[[202008291656]]', '[[202306130814]]', '[[202402220636]]', '[[202406220431]]', '[[202406231127]]', '[[202403112016]]', '[[202402201646]]', '[[202402191606]]', '[[202309141010]]', '[[202306210633]]', '[[202403120808]]', '[[202304192006]]', '[[202304190752]]', '[[202103111214]]', '[[202102220723]]', '[[201911220741]]', '[[202006290716]]', '[[202006071524]]', '[[202308010606]]', '[[202403230748]]', '[[202403140549]]', '[[202402201646]]', '[[202401062015]]', '[[202310300636]]', '[[202309250738]]', '[[202207030716]]', '[[202308120634]]', '[[202303121204]]', '[[202103121434]]', '[[202204091530]]', '[[202106040552]]', '[[202305020829]]', '[[202308070905]]']",Tue Jun 25 05:17:01 2024,733
"Sun, Moon, And Stars",['202007230826'],['#quote'],"['[[202007230826]]', '[[202211080748]]', '[[202007240759]]']",Wed Dec 27 20:17:20 2023,89
Ceramics,['201909101409'],['#MSE101'],"['[[201910021114]]', '[[201909101409]]', '[[202006231614]]']",Fri Nov 24 19:46:44 2023,121
Your Environment Holds You In An Embrace,['202102210733'],['#thinking-skills'],"['[[202102210733]]', '[[202312270523]]', '[[201901281919]]', '[[201903011645]]', '[[202001031639]]', '[[202102220551]]']",Thu Dec 28 07:59:38 2023,234
"C-ENGL473 March 9, 2021",['202103050747'],['#ENGL473'],"['[[202103050747]]', '[[202012212010]]', '[[202103022007]]']",Fri Feb 03 09:09:29 2023,222
Zettelkasting extends cognition,['202308032007'],"['#cognition', '#zettelkasting', '#Comment_18386)', '#:~:text=To%20Luhmann%2C%20his%20note%20card,for%20more%2C%20see%20here)']","['[[202308032007]]', '[[202203031429]]', '[[202203221459]]', '[[202001021620]]', '[[202012151750]]', '[[202308110718]]', '[[202305250814]]', '[[202102151545]]']",Mon Aug 14 12:05:18 2023,532
My Job as a Writer,['201910211743'],"['#writing', '#skill']","['[[202003121747]]', '[[201910211743]]']",Fri Nov 24 19:46:44 2023,61
"T-November 23, 2020",['202011230732'],['#mule'],"['[[202011230732]]', '[[202212271142]]', '[[201812261952]]']",Fri Nov 24 19:46:44 2023,143
Student Loan Forgiveness is Regressive,['202201202035'],['#economics'],"['[[202201202035]]', '[[201901171252]]', '[[202206020946]]', '[[202306231010]]', '[[202102012019]]', '[[202201300824]]']",Wed Dec 27 19:58:06 2023,573
Expert perception,['201903041018'],"['#thinking-skills', '#skill']","['[[201903041018]]', '[[202203181954]]', '[[202203181943]]', '[[201903011645]]', '[[202010270804]]', '[[202105212054]]', '[[202105240548]]', '[[202106100758]]', '[[202106290532]]']",Fri Feb 03 09:09:29 2023,227
The Way It Is,['202103221658'],['#poetry'],"['[[202103221658]]', '[[202206220856]]']",Wed Dec 27 19:58:06 2023,116
Research On Revision In Writing,['202201071350'],"['#pedagogy', '#writing', '#article']","['[[202201071350]]', '[[202201071516]]', '[[202201071605]]']",Wed Dec 27 19:58:06 2023,221
Find Two Words Near Each Other,['202208010950'],"['#keyboard_maestro', '#regex', '#code-snippet']","['[[202208010950]]', '[[202103111214]]', '[[202205092047]]']",Wed Dec 27 19:58:06 2023,302
A-Glimpses,['201903201301'],"['#mindfulness,', '#zen,', '#article']","['[[202011061822]]', '[[201903201301]]']",Fri Nov 24 19:46:44 2023,104
B-In the Margins,['202301132104'],"['#book', '#meta-reading', '#beautiful-language']","['[[202301132104]]', '[[202211221928]]', '[[201911220741]]', '[[202012092105]]']",Fri Feb 03 09:09:29 2023,495
Tags Are Ineffective Associations,['202008291718'],[],"['[[202008291718]]', '[[201901231902]]', '[[201901231854]]', '[[202009042049]]', '[[202009100558]]']",Fri Nov 24 19:46:44 2023,231
Handle Text Through Regular Expressions,['202208132112'],"['#python', '#regex', '#code-snippet']","['[[202208132112]]', '[[202108181100]]']",Fri Feb 03 09:09:29 2023,92
"C-ENGL473 March 4, 2021",['202103021728'],['#ENGL473'],"['[[202103021728]]', '[[202012212010]]', '[[202102230600]]', '[[202102281740]]', '[[202102281740]]']",Fri Feb 03 09:09:29 2023,262
Big Round Dog Bed,['202012301712'],"['#31by31', '#flash', '#blog-post']","['[[202012301712]]', '[[202006270631]]']",Wed Dec 27 20:56:54 2023,282
Sloppiness leads to Original Ideas,['201901211401'],"['#zettelkasting', '#craftsmanship']","['[[201901211401]]', '[[201901151724]]', '[[201911010747]]', '[[202011281552]]', '[[202105102006]]', '[[202105102115]]']",Fri Nov 24 19:46:44 2023,102
Two Conditions Give Us Fluids And Flesh,['202008130926'],[],"['[[202008130926]]', '[[202001021641]]', '[[202305150931]]', '[[202008140728]]', '[[202008171545]]', '[[202005030824]]']",Wed Dec 27 20:17:20 2023,249
Cultural Evolution Creates Biased People,['202001101624'],"['#biases', '#thinking-skills']","['[[202009061624]]', '[[202103070804]]', '[[202302121749]]', '[[202001101624]]', '[[202001082035]]', '[[201910281639]]', '[[201912270730]]']",Thu Mar 14 14:35:15 2024,200
The FORD Method for Making Conversation ,['202311280939'],"['#conversation-skills', '#counterintuitive']","['[[202311280939]]', '[[201901181058]]', '[[202001021621]]', '[[202308271523]]', '[[202312130905]]']",Wed Dec 27 19:58:06 2023,630
More time equals more possible explanations,['201901152002'],['#mind-science'],"['[[201901152002]]', '[[201901151737]]', '[[201812311745]]', '[[202212181651]]']",Fri Nov 24 19:46:44 2023,90
A-Stoic Endings,['202302042148'],"['#stoicism', '#life-of-mind', '#article', '#Comment_17418)']","['[[202302042148]]', '[[202111080658]]', '[[202011071426]]', '[[202011071727]]', '[[202012312114]]', '[[202302221525]]']",Wed Feb 22 16:21:02 2023,454
Our inattention short changes us,['202012231628'],"['#blog-post', '#31by31']","['[[202012231628]]', '[[202204010746]]', '[[202104302108]]', '[[202106281509]]', '[[202311260636]]', '[[202308092038]]', '[[202101140557]]', '[[202205301955]]', '[[202307272052]]', '[[202103270623]]']",Wed Dec 27 20:56:54 2023,498
How-to: Write Strong Paragraphs,['202204210717'],"['#writing', '#literary-device']","['[[202204210717]]', '[[202105201742]]', '[[202111181949]]', '[[202305290924]]', '[[202012281442]]']",Wed Dec 27 19:58:06 2023,408
BIBLO Writing As Thinking,['202003121747'],"['#mind-science', '#writing']","['[[202005060856]]', '[[202001211641]]', '[[202003121747]]']",Fri Nov 24 19:46:44 2023,90
B-Free Your Pen,['202309070830'],"['#book', '#lojong', '#writing-spark', '#lojong', '#slogans']","['[[202309070830]]', '[[202310012026]]', '[[202309250738]]']",Sat Dec 16 06:30:15 2023,5651
Mountains walking,['201912240900'],"['#zen,', '#ENGL393']","['[[201912240900]]', '[[202104240921]]']",Wed Dec 27 20:17:20 2023,116
The Rhythmic Philosophy of Deep Work Scheduling,['202009100833'],['#thinking-skills'],"['[[202009100833]]', '[[202005030743]]', '[[202105040809]]', '[[202105201742]]', '[[201911151629]]', '[[202001131617]]', '[[202209141633]]', '[[202009100832]]', '[[202009100835]]']",Sat Apr 20 06:03:06 2024,315
The Art of Note-Taking,['202401201549'],"['#note-taking', '#refactoring', '#zettelkasting']","['[[202401201549]]', '[[202110021647]]', '[[202103290828]]', '[[202402232046]]']",Mon Mar 04 08:31:29 2024,362
» The Fundamental Nature Of Conscious Experience,['202011061822'],['#dzogchen'],"['[[202011061822]]', '[[202007201813]]', '[[201903201301]]', '[[202011101421]]', '[[202009061358]]', '[[202011101421]]']",Wed Dec 27 20:17:20 2023,330
Regex For File Name Conversion,['202105160727'],"['#coding', '#regex']","['[[202105160727]]', '[[202108181100]]']",Sat May 06 06:59:50 2023,33
Second-order thinking,['201812311655'],"['#mental-models,', '#thinking-skills']","['[[201812311655]]', '[[201812271440]]', '[[201905311111]]', '[[202007220738]]', '[[202203181637]]', '[[202212282101]]']",Fri Nov 24 19:46:44 2023,94
